model_version,control_model_version,challenger_model_version,ensemble_status,player_id,player_code,web_name,team_id,team_name,position,price,bonus_transition_multiplier,component_expected_minutes_next_1,component_expected_minutes_next_3,component_expected_minutes_next_5,component_expected_minutes_next_6,component_expected_points_next_1,component_expected_points_next_3,component_expected_points_next_5,component_expected_points_next_6,component_points_p10_next_1,component_points_p10_next_3,component_points_p10_next_5,component_points_p10_next_6,component_points_p50_next_1,component_points_p50_next_3,component_points_p50_next_5,component_points_p50_next_6,component_points_p90_next_1,component_points_p90_next_3,component_points_p90_next_5,component_points_p90_next_6,component_probability_10_plus_next_1,component_probability_10_plus_next_3,component_probability_10_plus_next_5,component_probability_10_plus_next_6,component_probability_15_plus_next_1,component_probability_15_plus_next_3,component_probability_15_plus_next_5,component_probability_15_plus_next_6,control_expected_points_next_1,control_expected_points_next_3,control_expected_points_next_5,control_expected_points_next_6,control_points_p10_next_1,control_points_p10_next_3,control_points_p10_next_5,control_points_p10_next_6,control_points_p50_next_1,control_points_p50_next_3,control_points_p50_next_5,control_points_p50_next_6,control_points_p90_next_1,control_points_p90_next_3,control_points_p90_next_5,control_points_p90_next_6,current_season_fixture_count,ensemble_point_weight,ensemble_probability_10_plus_weight,ensemble_probability_15_plus_weight,ensemble_probability_6_plus_weight,expected_minutes_next_1,expected_minutes_next_3,expected_minutes_next_5,expected_minutes_next_6,expected_points_next_1,expected_points_next_3,expected_points_next_5,expected_points_next_6,points_p10_next_1,points_p10_next_3,points_p10_next_5,points_p10_next_6,points_p50_next_1,points_p50_next_3,points_p50_next_5,points_p50_next_6,points_p90_next_1,points_p90_next_3,points_p90_next_5,points_p90_next_6,previous_season,previous_season_minutes,probability_10_plus_next_1,probability_10_plus_next_3,probability_10_plus_next_5,probability_10_plus_next_6,probability_15_plus_next_1,probability_15_plus_next_3,probability_15_plus_next_5,probability_15_plus_next_6,probability_3_or_fewer_next_1,probability_3_or_fewer_next_3,probability_3_or_fewer_next_5,probability_3_or_fewer_next_6,probability_6_plus_next_1,probability_6_plus_next_3,probability_6_plus_next_5,probability_6_plus_next_6,projection_evidence_source,qualitative_points_delta_next_1,qualitative_points_delta_next_3,qualitative_points_delta_next_5,qualitative_points_delta_next_6,quantitative_expected_points_next_1,quantitative_expected_points_next_3,quantitative_expected_points_next_5,quantitative_expected_points_next_6,scoring_rules_version,value_next_1,value_next_3,value_next_5,value_next_6
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,94,513418,Schade,4,Brentford,Midfielder,6.2,1.0188,69.44,208.74,345.1,416.82,3.227,9.975,16.807,20.352,0,4.0,8.0,11.0,2.0,9.0,16.0,20.0,8.0,17.0,26.0,31.0,0.0433,0.4733,0.8583,0.9383,0.0083,0.2033,0.5833,0.7567,4.298,13.122,21.868,26.317,2,7,13,17,3,12,21,26,8,20,31,36,5,0.0,0.0,0.0,0.0,86.24,257.86,429.96,516.21,4.298,13.122,21.868,26.317,2.0,7.0,13.0,17.0,3.0,12.0,21.0,26.0,8.0,20.0,31.0,36.0,2025/26,2744.0,0.0617,0.715,0.99,0.9983,0.0067,0.3483,0.8433,0.955,0.5683,0.005,0.0,0.0,0.2617,0.975,0.9983,1.0,current_and_previous_season,0.0,0.0,0.0,0.0,4.298,13.122,21.868,26.317,fpl-2026-27,0.6933,2.1164,3.5272,4.2446
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,95,533463,O.Dango,4,Brentford,Midfielder,6.3,1.0188,36.34,107.47,178.35,214.82,1.907,5.635,9.322,11.355,0,2.0,4.0,6.0,1.0,4.0,8.0,11.0,4.0,11.0,16.0,18.0,0.0083,0.1367,0.4183,0.5933,0.005,0.03,0.1317,0.2367,2.095,6.617,11.047,13.263,1,3,6,7,1,6,10,13,5,11,17,20,5,0.0,0.0,0.0,0.0,38.59,115.14,192.77,230.2,2.095,6.617,11.047,13.263,1.0,3.0,6.0,7.0,1.0,6.0,10.0,13.0,5.0,11.0,17.0,20.0,2025/26,2271.0,0.0083,0.2083,0.5583,0.7217,0.0,0.0317,0.2133,0.3683,0.8467,0.2117,0.0,0.0,0.085,0.5,0.915,0.9917,current_and_previous_season,0.0,0.0,0.0,0.0,2.095,6.617,11.047,13.263,fpl-2026-27,0.3325,1.0503,1.7534,2.1053
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,96,440089,Damsgaard,4,Brentford,Midfielder,5.4,1.0188,46.41,141.82,234.14,278.64,2.272,7.092,11.673,13.925,0,3.0,6.0,7.0,2.0,6.0,11.0,13.0,5.0,12.0,18.0,22.0,0.02,0.2567,0.6133,0.7683,0.0,0.045,0.255,0.4083,3.005,9.095,14.952,18.043,1,4,9,11,2,8,14,17,6,15,22,27,5,0.0,0.0,0.0,0.0,58.62,172.73,286.51,344.27,3.005,9.095,14.952,18.043,1.0,4.0,9.0,11.0,2.0,8.0,14.0,17.0,6.0,15.0,22.0,27.0,2025/26,2046.0,0.015,0.4083,0.8517,0.9583,0.0017,0.1067,0.485,0.6767,0.68,0.0333,0.0,0.0,0.12,0.7833,0.995,1.0,current_and_previous_season,0.0,0.0,0.0,0.0,3.005,9.095,14.952,18.043,fpl-2026-27,0.5565,1.6843,2.7688,3.3414
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,97,207283,Jensen,4,Brentford,Midfielder,5.4,1.0188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025/26,2239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,current_and_previous_season,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fpl-2026-27,0.0,0.0,0.0,0.0
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,98,204580,Janelt,4,Brentford,Midfielder,5.0,1.0188,68.42,205.2,343.15,412.69,2.822,8.63,14.487,17.437,0.0,3.0,8.0,10.0,2.0,8.0,14.0,17.0,6.0,15.0,22.0,25.0,0.0183,0.3617,0.825,0.9217,0.0017,0.1067,0.465,0.6733,3.39,10.233,17.023,20.458,0,6,11,13,3,10,17,20,6,16,24,28,5,0.0,0.0,0.0,0.0,79.73,243.34,405.22,486.74,3.39,10.233,17.023,20.458,0.0,6.0,11.0,13.0,3.0,10.0,17.0,20.0,6.0,16.0,24.0,28.0,2025/26,1434.0,0.02,0.545,0.9433,0.9817,0.0033,0.13,0.6667,0.8617,0.5667,0.0283,0.0017,0.0,0.145,0.9,0.9933,0.9983,current_and_previous_season,0.0,0.0,0.0,0.0,3.39,10.233,17.023,20.458,fpl-2026-27,0.678,2.0467,3.4047,4.0917
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,99,543295,Milambo,4,Brentford,Midfielder,5.0,1.0188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025/26,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,current_and_previous_season,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fpl-2026-27,0.0,0.0,0.0,0.0
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,100,244858,Carvalho,4,Brentford,Midfielder,5.0,1.0188,7.71,28.07,44.56,53.22,0.483,1.71,2.822,3.338,0,0,0,0,0,1.0,2.0,2.0,1.0,4.0,8.0,9.0,0.005,0.0267,0.0567,0.0767,0.0,0.0033,0.01,0.015,0.207,0.81,1.427,1.697,0,0,0,0,0,1,1,1,1,2,3,4,5,0.0,0.0,0.0,0.0,3.14,12.07,20.04,23.7,0.207,0.81,1.427,1.697,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,2025/26,100.0,0.0,0.0,0.0017,0.005,0.0,0.0,0.0,0.0,0.995,0.965,0.9183,0.8883,0.005,0.0233,0.0517,0.0617,current_and_previous_season,0.0,0.0,0.0,0.0,0.207,0.81,1.427,1.697,fpl-2026-27,0.0413,0.162,0.2853,0.3393
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,102,508395,Yarmoliuk,4,Brentford,Midfielder,4.8,1.0188,39.52,115.56,190.6,228.02,1.47,4.57,7.392,8.85,0,2.0,4.0,5.0,1.0,4.0,7.0,8.0,3.0,8.0,12.0,13.0,0.0017,0.045,0.2183,0.37,0.0,0.0017,0.03,0.0667,2.007,6.273,10.325,12.508,1,3,6,8,2,6,10,12,4,10,15,18,5,0.0,0.0,0.0,0.0,53.23,159.66,259.78,312.17,2.007,6.273,10.325,12.508,1.0,3.0,6.0,8.0,2.0,6.0,10.0,12.0,4.0,10.0,15.0,18.0,2025/26,2652.0,0.005,0.12,0.5183,0.765,0.0,0.005,0.1383,0.29,0.8583,0.1383,0.0017,0.0,0.0283,0.5517,0.955,0.9983,current_and_previous_season,0.0,0.0,0.0,0.0,2.007,6.273,10.325,12.508,fpl-2026-27,0.4181,1.307,2.1511,2.6059
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,103,183656,Dasilva,4,Brentford,Midfielder,4.9,1.0188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025/26,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,current_and_previous_season,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fpl-2026-27,0.0,0.0,0.0,0.0
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,105,444180,Anthony,4,Brentford,Midfielder,5.9,1.0188,46.13,137.79,227.44,272.54,2.465,7.37,12.202,14.655,0.0,2.0,5.0,7.0,2.0,6.0,11.0,14.0,6.0,13.0,21.0,23.0,0.035,0.29,0.6267,0.7733,0.01,0.0717,0.2917,0.445,2.67,8.657,14.453,17.393,1,4,8,10,2,8,14,17,6,15,22,25,5,0.0,0.0,0.0,0.0,56.14,172.37,288.98,347.65,2.67,8.657,14.453,17.393,1.0,4.0,8.0,10.0,2.0,8.0,14.0,17.0,6.0,15.0,22.0,25.0,2025/26,2717.0,0.025,0.3467,0.7967,0.9467,0.0033,0.1217,0.4383,0.65,0.7917,0.05,0.0,0.0,0.1183,0.7333,0.995,1.0,current_and_previous_season,0.0,0.0,0.0,0.0,2.67,8.657,14.453,17.393,fpl-2026-27,0.4525,1.4672,2.4497,2.948
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,106,502500,Thiago,4,Brentford,Forward,7.8,1.015,68.04,201.85,334.79,403.79,3.49,10.412,17.553,21.23,0,3.0,7.0,10.0,2.0,9.0,16.0,20.0,10.0,19.0,29.0,34.0,0.1017,0.4783,0.8367,0.905,0.0133,0.2267,0.5933,0.7267,3.832,12.382,20.977,25.388,1,6,12,16,3,12,20,25,8,20,31,36,5,0.0,0.0,0.0,0.0,87.66,263.53,439.18,526.68,3.832,12.382,20.977,25.388,1.0,6.0,12.0,16.0,3.0,12.0,20.0,25.0,8.0,20.0,31.0,36.0,2025/26,3282.0,0.0667,0.6617,0.965,0.995,0.0033,0.3117,0.8067,0.94,0.5967,0.0167,0.0,0.0,0.2783,0.9067,1.0,1.0,current_and_previous_season,0.0,0.0,0.0,0.0,3.832,12.382,20.977,25.388,fpl-2026-27,0.4912,1.5874,2.6893,3.2549
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,107,593174,Furo,4,Brentford,Forward,4.5,1.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025/26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,current_and_previous_season,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fpl-2026-27,0.0,0.0,0.0,0.0
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,108,75115,Wilson,4,Brentford,Forward,5.4,1.015,9.97,29.27,50.0,61.1,0.945,2.693,4.545,5.55,0,1.0,1.0,2.0,1.0,2.0,4.0,5.0,2.0,6.0,9.0,11.0,0.01,0.0317,0.0817,0.1417,0.0,0.0067,0.02,0.0233,0.837,2.377,4.157,4.947,0,1,1,2,1,2,3,4,2,6,8,9,5,0.0,0.0,0.0,0.0,11.15,32.7,55.56,66.07,0.837,2.377,4.157,4.947,0.0,1.0,1.0,2.0,1.0,2.0,3.0,4.0,2.0,6.0,8.0,9.0,2025/26,1234.0,0.0,0.0183,0.055,0.085,0.0,0.0017,0.0083,0.015,0.9383,0.825,0.5383,0.405,0.01,0.1017,0.2617,0.3383,current_and_previous_season,0.0,0.0,0.0,0.0,0.837,2.377,4.157,4.947,fpl-2026-27,0.1549,0.4401,0.7698,0.9161
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,565,513545,M.Sangaré,4,Brentford,Midfielder,5.6,1.0188,52.17,159.19,264.39,317.77,2.225,6.843,11.043,13.447,0,3.0,6.0,7.0,2.0,6.0,11.0,13.0,5.0,13.0,17.0,21.0,0.01,0.22,0.565,0.75,0.0017,0.0583,0.225,0.385,2.24,7.08,11.707,14.185,0,3,6,9,2,7,11,14,4,12,18,21,5,0.0,0.0,0.0,0.0,54.77,166.21,274.9,331.0,2.24,7.08,11.707,14.185,0.0,3.0,6.0,9.0,2.0,7.0,11.0,14.0,4.0,12.0,18.0,21.0,,0.0,0.0117,0.23,0.65,0.825,0.0,0.0383,0.2417,0.425,0.8183,0.13,0.0067,0.0017,0.0633,0.61,0.9567,0.985,current_season,0.0,0.0,0.0,0.0,2.24,7.08,11.707,14.185,fpl-2026-27,0.4,1.2643,2.0905,2.533
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,620,613804,Diouf,4,Brentford,Defender,4.5,1.0,15.99,47.82,79.77,94.8,0.697,2.292,3.647,4.318,0,0,1.0,1.0,0,1.0,3.0,3.0,1.0,7.0,8.0,9.0,0.0017,0.015,0.0583,0.0817,0.0,0.0017,0.01,0.0167,1.353,4.12,6.628,7.945,0,1,2,3,1,3,5,7,4,8,12,14,4,0.0,0.0,0.0,0.0,32.15,95.82,156.04,186.62,1.353,4.12,6.628,7.945,0.0,1.0,2.0,3.0,1.0,3.0,5.0,7.0,4.0,8.0,12.0,14.0,2025/26,2706.0,0.0033,0.0733,0.23,0.3367,0.0,0.0117,0.0517,0.0817,0.8967,0.6017,0.2667,0.1433,0.0733,0.2783,0.4867,0.625,current_and_previous_season,0.0,0.0,0.0,0.0,1.353,4.12,6.628,7.945,fpl-2026-27,0.3007,0.9155,1.473,1.7656
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,657,626464,Nunes,4,Brentford,Midfielder,4.5,1.0375,11.61,35.22,59.72,71.74,0.468,1.442,2.425,2.963,0,0,0,0,0,1.0,2.0,2.0,2.0,4.0,6.0,7.0,0.0033,0.015,0.0267,0.04,0.0,0.0,0.0033,0.0083,0.64,1.987,3.353,4.035,0,0,0,0,0,1,3,3,2,5,7,9,2,0.0,0.0,0.0,0.0,17.98,52.41,88.63,105.88,0.64,1.987,3.353,4.035,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,5.0,7.0,9.0,2025/26,0.0,0.0,0.0083,0.0467,0.0767,0.0,0.0033,0.0083,0.0133,0.965,0.7983,0.6067,0.525,0.0083,0.075,0.1967,0.2717,current_season,0.0,0.0,0.0,0.0,0.64,1.987,3.353,4.035,fpl-2026-27,0.1422,0.4415,0.7452,0.8967
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,660,612534,Fredrick,4,Brentford,Defender,4.0,1.0,17.28,55.46,96.45,115.27,0.827,2.482,4.17,5.012,0,0,0,0,0,1.0,3.0,3.0,3.0,7.0,10.0,12.0,0.0033,0.0333,0.1317,0.185,0.0,0.005,0.0217,0.0433,1.14,3.217,5.088,6.305,0,0,0,0,0,2,4,6,5,8,12,13,1,0.0,0.0,0.0,0.0,24.23,74.22,122.6,148.99,1.14,3.217,5.088,6.305,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,5.0,8.0,12.0,13.0,2025/26,0.0,0.005,0.0633,0.1583,0.2367,0.0,0.015,0.04,0.0633,0.8683,0.6467,0.4567,0.3483,0.09,0.2533,0.3983,0.5083,current_season,0.0,0.0,0.0,0.0,1.14,3.217,5.088,6.305,fpl-2026-27,0.285,0.8042,1.2721,1.5763
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,661,235448,Balcombe,4,Brentford,Goalkeeper,4.0,1.07,14.56,42.88,72.12,87.25,0.59,1.762,2.905,3.558,0,0,0,0,0,0,2.0,3.0,2.0,6.0,8.0,9.0,0.0,0.0167,0.0383,0.075,0.0,0.005,0.01,0.0133,0.912,2.523,4.04,4.793,0,0,0,0,0,1,3,4,3,7,10,11,1,0.0,0.0,0.0,0.0,21.93,59.08,96.05,113.93,0.912,2.523,4.04,4.793,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,7.0,10.0,11.0,2025/26,0.0,0.0017,0.04,0.105,0.145,0.0,0.0083,0.0133,0.03,0.9133,0.7383,0.5617,0.4867,0.0633,0.2,0.34,0.4067,current_season,0.0,0.0,0.0,0.0,0.912,2.523,4.04,4.793,fpl-2026-27,0.2279,0.6308,1.01,1.1984
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,109,489639,Verbruggen,5,Brighton,Goalkeeper,4.5,1.03,70.83,209.37,352.16,422.12,2.2,7.102,11.505,14.203,0,2.0,5.0,7.0,2.0,7.0,11.0,14.0,6.0,12.0,19.0,22.0,0.0017,0.26,0.6133,0.7583,0.0,0.045,0.2967,0.4517,2.978,9.125,14.837,18.372,1,5,9,12,2,9,15,18,7,14,21,25,5,0.0,0.0,0.0,0.0,88.79,266.53,443.9,532.64,2.978,9.125,14.837,18.372,1.0,5.0,9.0,12.0,2.0,9.0,15.0,18.0,7.0,14.0,21.0,25.0,2025/26,3420.0,0.0033,0.4633,0.8483,0.9633,0.0,0.0917,0.5017,0.7667,0.7467,0.0283,0.0,0.0,0.2,0.8217,0.9917,1.0,current_and_previous_season,0.0,0.0,0.0,0.0,2.978,9.125,14.837,18.372,fpl-2026-27,0.6618,2.0278,3.297,4.0826
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,111,49262,Steele,5,Brighton,Goalkeeper,4.0,1.03,6.78,18.34,30.09,37.29,0.212,0.618,1.072,1.38,0,0,0,0,0,0,0,0,0,3.0,4.0,5.0,0.0,0.0017,0.005,0.01,0.0,0.0,0.0,0.0017,0.127,0.428,0.643,0.823,0,0,0,0,0,0,0,0,0,2,3,3,5,0.0,0.0,0.0,0.0,3.5,12.01,19.33,23.75,0.127,0.428,0.643,0.823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2025/26,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.9883,0.96,0.9367,0.915,0.0033,0.0217,0.0333,0.045,current_season,0.0,0.0,0.0,0.0,0.127,0.428,0.643,0.823,fpl-2026-27,0.0317,0.1071,0.1608,0.2058
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,113,231416,F.Kadıoğlu,5,Brighton,Defender,4.4,1.0,55.01,160.84,268.46,323.76,1.88,5.412,8.69,10.755,0,1.0,2.0,4.0,1.0,5.0,8.0,10.0,6.0,11.0,15.0,18.0,0.0033,0.1483,0.3983,0.5367,0.0,0.025,0.1383,0.2467,2.292,7.228,11.468,14.202,0,2,5,7,1,7,11,14,6,13,19,22,5,0.0,0.0,0.0,0.0,71.09,209.65,349.24,420.17,2.292,7.228,11.468,14.202,0.0,2.0,5.0,7.0,1.0,7.0,11.0,14.0,6.0,13.0,19.0,22.0,2025/26,3130.0,0.0067,0.2617,0.6117,0.7867,0.0,0.0517,0.2633,0.4233,0.7667,0.2183,0.035,0.0133,0.1683,0.6017,0.8733,0.9483,current_and_previous_season,0.0,0.0,0.0,0.0,2.292,7.228,11.468,14.202,fpl-2026-27,0.5208,1.6428,2.6065,3.2277
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,114,204120,Boscagli,5,Brighton,Defender,4.5,1.0,69.36,209.83,347.73,417.73,2.36,7.318,11.722,14.505,0,2.0,6.0,7.0,2.0,7.0,11.0,14.0,6.0,13.0,19.0,23.0,0.01,0.2767,0.6217,0.785,0.0,0.0617,0.2667,0.475,2.682,8.162,13.043,16.222,0,3,7,9,2,8,13,16,6,14,20,24,5,0.0,0.0,0.0,0.0,73.5,225.47,377.57,453.64,2.682,8.162,13.043,16.222,0.0,3.0,7.0,9.0,2.0,8.0,13.0,16.0,6.0,14.0,20.0,24.0,2025/26,799.0,0.01,0.3533,0.73,0.8833,0.0,0.0733,0.3733,0.6017,0.68,0.13,0.0183,0.0067,0.1817,0.68,0.93,0.98,current_and_previous_season,0.0,0.0,0.0,0.0,2.682,8.162,13.043,16.222,fpl-2026-27,0.5959,1.8137,2.8985,3.6048
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,115,465730,De Cuyper,5,Brighton,Defender,4.9,1.0,68.81,204.93,342.15,409.69,3.712,11.135,17.952,22.272,0,3.0,7.0,10.0,2.0,10.0,17.0,22.0,9.0,20.0,30.0,35.0,0.0817,0.5183,0.83,0.9283,0.02,0.305,0.6233,0.7683,3.577,11.3,18.418,22.737,0,4,9,12,2,10,18,22,8,19,29,34,5,0.0,0.0,0.0,0.0,75.55,230.41,382.19,459.51,3.577,11.3,18.418,22.737,0.0,4.0,9.0,12.0,2.0,10.0,18.0,22.0,8.0,19.0,29.0,34.0,2025/26,1404.0,0.0567,0.5683,0.875,0.955,0.015,0.2867,0.6633,0.82,0.6467,0.0633,0.0067,0.0,0.2567,0.82,0.975,0.9917,current_and_previous_season,0.0,0.0,0.0,0.0,3.577,11.3,18.418,22.737,fpl-2026-27,0.7299,2.3061,3.7588,4.6401
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,116,83299,Dunk,5,Brighton,Defender,4.5,1.0,41.6,124.77,209.41,248.25,1.303,4.21,6.702,8.262,0.0,0.0,1.0,2.0,0.0,3.0,6.0,7.0,5.0,10.0,13.0,15.0,0.005,0.1067,0.26,0.3517,0.0,0.0133,0.0733,0.13,1.652,4.893,7.94,9.913,0,1,2,3,1,4,8,9,6,10,15,17,5,0.0,0.0,0.0,0.0,50.44,144.35,243.41,293.94,1.652,4.893,7.94,9.913,0.0,1.0,2.0,3.0,1.0,4.0,8.0,9.0,6.0,10.0,15.0,17.0,2025/26,2837.0,0.005,0.1183,0.3417,0.4933,0.0,0.015,0.105,0.1867,0.8317,0.4383,0.2067,0.1133,0.1183,0.395,0.645,0.7683,current_and_previous_season,0.0,0.0,0.0,0.0,1.652,4.893,7.94,9.913,fpl-2026-27,0.367,1.0874,1.7645,2.203
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,117,550090,Coppola,5,Brighton,Defender,4.5,1.0,8.26,26.5,42.57,50.18,0.263,0.893,1.398,1.718,0,0,0,0,0,0,0,0,1.0,3.0,5.0,6.0,0.0,0.0067,0.015,0.0183,0.0,0.0,0.0017,0.0017,0.018,0.083,0.128,0.145,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.55,2.5,4.24,4.84,0.018,0.083,0.128,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025/26,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9983,0.9917,0.9883,0.9883,0.0,0.0033,0.005,0.005,current_and_previous_season,0.0,0.0,0.0,0.0,0.018,0.083,0.128,0.145,fpl-2026-27,0.0041,0.0185,0.0285,0.0322
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,118,223434,Igor,5,Brighton,Defender,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025/26,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,current_and_previous_season,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fpl-2026-27,0.0,0.0,0.0,0.0
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,119,451490,Costinha,5,Brighton,Defender,4.5,1.0,18.19,54.19,89.69,108.45,1.067,3.212,5.145,6.258,0.0,1.0,3.0,4.0,1.0,3.0,4.0,5.0,1.0,6.0,9.0,11.0,0.0017,0.025,0.0783,0.1333,0.0,0.0017,0.0117,0.0183,1.015,2.925,4.85,5.82,0,2,3,4,1,3,5,6,1,4,6,8,5,0.0,0.0,0.0,0.0,18.46,53.96,89.92,107.28,1.015,2.925,4.85,5.82,0.0,2.0,3.0,4.0,1.0,3.0,5.0,6.0,1.0,4.0,6.0,8.0,,0.0,0.0,0.005,0.0317,0.0533,0.0,0.0,0.0,0.0033,0.9833,0.8667,0.135,0.045,0.0117,0.0417,0.1833,0.5067,current_season,0.0,0.0,0.0,0.0,1.015,2.925,4.85,5.82,fpl-2026-27,0.2256,0.65,1.0778,1.2933
